Trace length, % Trace in CG, Trace_len/CG_size
5,0,0.153846154
37,0,0.3
37,0.081081081,0.142857143
21,0,0.307692308
28,0,13.5
19,0.105263158,0.321428571
23,0,0.536585366
25,0,0.648648649
18,0.055555556,0.25
30,0,0.241666667
33,0.060606061,0.333333333
30,0.033333333,0.308510638
36,0,11.66666667
20,0.05,0.279411765
61,0.016393443,0.294117647
68,0,0.319047619
16,0,3
4,0.25,0.428571429
7,0.285714286,0.176470588
23,0,0.215686275
10,0.3,0.116883117
29,0.103448276,0.388888889
66,0.015151515,0.224137931
26,0,0.714285714
25,0,0.179104478
119,0,2.744186047
47,0.021276596,0.511111111
69,0,0.422360248
58,0,0.838235294
52,0.019230769,0.256281407
7,0,0.545454545
32,0,0.28440367
22,0,5.25
102,0.068627451,0.701388889
33,0.060606061,0.237037037
9,0,0.32
15,0,0.341463415
32,0,0.462686567
29,0.034482759,0.518518519
25,0.04,0.387096774
7,0.142857143,0.142857143
55,0,10.8
60,0.033333333,0.202749141
54,0.018518519,0.417322835
10,0,0.140625
26,0,0.543478261
32,0,0.120622568
16,0.0625,0.283018868
17,0,0.347826087
47,0,6.571428571
125,0.016,0.455882353
11,0.090909091,0.294117647
8,0,1
46,0.108695652,0.18907563
11,0,0.131578947
24,0.125,0.511111111
7,0,0.3
58,0,0.802816901
22,0,0.318181818
65,0.015384615,0.864864865
21,0.095238095,0.350877193
23,0.130434783,0.174603175
12,0.166666667,0.423076923
18,0,0.157407407
77,0.012987013,0.730769231
7,0,0.545454545
13,0.076923077,0.315789474
23,0,0.215686275
16,0,1
80,0.0125,0.275261324
8,0.125,0.388888889
34,0,0.133603239
36,0,0.291666667
18,0,5.666666667
68,0.014705882,0.485507246
14,0.071428571,0.109243697
6,0,0.555555556
25,0,8
8,0,0.179487179
11,0,0.294117647
24,0,0.225490196
34,0,0.846153846
14,0.142857143,0.146067416
137,0.01459854,0.465753425
6,0.333333333,0.052083333
13,0.153846154,0.413793103
84,0,1.317460317
46,0.152173913,0.302013423
64,0.046875,0.431506849
24,0,0.176923077
46,0,4.5
76,0.092105263,0.223880597
68,0,0.515384615
18,0,0.303571429
21,0,0.183486239
16,0,0.0625
50,0,0.408333333
49,0,0.366412214
105,0.019047619,0.427983539
11,0.090909091,0.25
6,0.166666667,0.052083333
68,0.088235294,0.204268293
38,0,0.880952381
189,0.005291005,1.606837607
21,0,0.256410256
15,0.066666667,0.259259259
142,0.028169014,0.390581717
14,0,0.164556962
15,0,0.823529412
63,0,1.215686275
7,0,0.545454545
16,0.125,0.625
113,0.026548673,0.4
50,0,0.710144928
47,0.063829787,0.181102362
8,0.375,0.304347826
19,0,0.260869565
6,0,0.555555556
73,0,0.4
21,0,0.465116279
30,0.033333333,0.204225352
34,0.117647059,0.326732673
35,0.028571429,0.492753623
92,0.010869565,0.261494253
18,0,0.653846154
42,0,0.931818182
108,0.009259259,1.725806452
14,0.071428571,0.371428571
22,0,1.909090909
19,0,0.24
23,0,0.215686275
27,0,0.361111111
27,0,0.302325581
48,0.020833333,0.618421053
48,0.041666667,0.618421053
146,0.006849315,1.883116883
14,0.071428571,0.5
4,0.25,0.115384615
59,0.016949153,0.282926829
8,0.25,0.233333333
21,0.19047619,0.281690141
15,0.133333333,0.144329897
13,0.076923077,0.099173554
28,0,0.586956522
17,0,5.333333333
23,0,0.488888889
12,0,0.268292683
24,0,0.26744186
24,0.041666667,0.575
23,0,0.215686275
16,0.1875,0.217391304
107,0,2.465116279
31,0.032258065,0.422535211
19,0.105263158,0.253521127
45,0.066666667,0.283870968
12,0,0.578947368
33,0.121212121,0.333333333
38,0,0.25170068
13,0,0.571428571
70,0,0.522727273
80,0,0.276223776
44,0,14.33333333
7,0,0.260869565
36,0.055555556,0.2734375
52,0.019230769,1.5
14,0,0.5
19,0.105263158,0.367346939
39,0,1.151515152
11,0.090909091,0.384615385
15,0.066666667,0.636363636
21,0,6.666666667
89,0,0.360655738
37,0.081081081,0.28125
29,0.103448276,0.210526316
10,0.1,0.28125
25,0,0.533333333
5,0,0.363636364
49,0,0.96
13,0,0.413793103
59,0,0.294416244
8,0.375,0.051094891
8,0,0.118644068
27,0.074074074,0.164556962
35,0.028571429,0.194285714
21,0.095238095,0.170940171
25,0.04,0.52173913
46,0.02173913,0.36
10,0.2,0.173076923
22,0.090909091,0.214285714
48,0,0.208888889
88,0,2.806451613
6,0.166666667,0.0390625
5,0,0.571428571
32,0,0.673913043
14,0,1.444444444
90,0,0.361788618
21,0,20
8,0.125,0.24137931
11,0.090909091,0.384615385
20,0.05,0.487179487
13,0.076923077,0.315789474
56,0,0.217391304
77,0.090909091,0.2228739
38,0.052631579,0.474358974
36,0,0.583333333
57,0,4
11,0.090909091,0.384615385
86,0,0.702479339
5,0.2,0.363636364
23,0.043478261,0.258823529
48,0,0.465346535
11,0.090909091,0.333333333
12,0.166666667,0.611111111
22,0,0.235955056
115,0.008695652,1.443037975
23,0.217391304,0.226804124
18,0.055555556,0.314814815
39,0,0.211111111
10,0.1,0.333333333
32,0.03125,0.449275362
90,0,0.361788618
34,0,0.32038835
6,0.166666667,0.0390625
10,0.2,0.243243243
53,0,0.962962963
7,0.142857143,0.109090909
7,0.142857143,0.666666667
70,0,0.793103448
66,0,0.433333333
3,0.333333333,0.051282051
50,0,0.563218391
9,0,0.380952381
16,0.0625,0.3
34,0,0.277310924
173,0,1.178082192
62,0,0.358823529
20,0,0.174311927
23,0.130434783,0.423076923
28,0.035714286,0.287234043
26,0.038461538,0.252525253
22,0,2.1
35,0.085714286,0.447368421
18,0.111111111,0.202380952
51,0,0.416666667
97,0.010309278,1.627118644
21,0,0.170940171
74,0,0.317391304
76,0.078947368,0.230769231
8,0.375,0.233333333
6,0,0.125
60,0,0.880597015
19,0.052631579,1.125
88,0,0.287128713
62,0,20.33333333
28,0,0.771428571
14,0.071428571,0.342105263
26,0.038461538,0.324675325
27,0.074074074,0.30952381
46,0.02173913,1.25
66,0,0.78313253
141,0.021276596,0.414201183
16,0,3
44,0,0.387387387
26,0.038461538,0.284090909
23,0.217391304,0.468085106
64,0.046875,0.434482759
14,0.071428571,0.419354839
88,0.022727273,1.225352113
73,0.01369863,0.6
75,0.013333333,0.297188755
3,0,0.166666667
51,0,0.416666667
32,0.03125,0.322916667
15,0,0.325581395
31,0.096774194,0.24
20,0,0.2
97,0.010309278,1.627118644
27,0.074074074,0.376811594
237,0.008438819,0.768729642
23,0.043478261,0.431372549
77,0.064935065,0.236760125
22,0,0.477272727
21,0,0.281690141
38,0.026315789,0.397849462
16,0,0.227272727
47,0,0.464646465
139,0.007194245,0.71875
3,0,0.166666667
11,0.090909091,0.526315789
48,0.020833333,0.37007874
53,0.018867925,0.881355932
15,0,0.451612903
24,0.083333333,0.676470588
61,0,0.540540541
57,0,0.658823529
157,0.006369427,0.577777778
11,0,0.344827586
15,0.333333333,0.181818182
14,0,0.164556962
44,0,0.380530973
31,0,0.247933884
23,0.086956522,0.176
46,0,0.45
6,0.166666667,0.2
21,0,0.344827586
13,0,2.4
12,0,0.314285714
53,0.018867925,0.495238095
5,0,0.25
130,0.007692308,1.816901408
116,0.00862069,0.392491468
14,0.071428571,0.448275862
4,0.25,0.428571429
6,0.166666667,0.263157895
5,0.4,0.307692308
11,0.090909091,1.111111111
18,0,0.320754717
23,0.130434783,0.181818182
8,0.5,0.368421053
34,0.058823529,0.239130435
13,0,0.210526316
82,0.036585366,0.54
25,0,0.6
8,0.125,0.075268817
24,0,0.302631579
57,0,0.848484848
69,0.014492754,0.334975369
21,0.047619048,0.206185567
20,0.15,0.246753247
16,0.0625,0.125
36,0,0.282258065
26,0,0.304878049
65,0.061538462,0.283185841
37,0.027027027,0.467532468
30,0,0.311827957
55,0.018181818,0.453781513
36,0.027777778,0.304347826
5,0.2,0.666666667
10,0,0.346153846
23,0.043478261,0.423076923
20,0,0.172727273
46,0,0.494505495
35,0,0.122302158
22,0,0.362068966
158,0,2.453125
19,0,0.818181818
21,0.047619048,0.344827586
43,0.023255814,0.456521739
42,0,20.5
30,0.033333333,0.145
41,0.024390244,0.227272727
16,0.0625,0.163043478
6,0.333333333,0.555555556
6,0.166666667,0.333333333
28,0.071428571,0.290322581
26,0.038461538,0.5
29,0,0.264150943
20,0,0.263888889
31,0,0.731707317
11,0.181818182,0.23255814
10,0.2,0.25
14,0,0.282608696
10,0.1,0.195652174
13,0,2.4
12,0.166666667,0.261904762
83,0,0.336065574
25,0,0.857142857
22,0.090909091,0.538461538
110,0.018181818,0.795620438
85,0.047058824,0.464088398
6,0,0.04
38,0,0.474358974
10,0.1,0.264705882
45,0.022222222,0.23655914
58,0,0.441860465
24,0.041666667,0.370967742
7,0.142857143,0.24
11,0,0.344827586
16,0,0.517241379
5,0.4,0.030769231
11,0,0.344827586
34,0.058823529,0.297297297
20,0.05,0.279411765
72,0,0.288617886
70,0.085714286,0.401162791
35,0.028571429,1.619047619
12,0,0.229166667
16,0.0625,0.535714286
18,0.055555556,0.274193548
9,0.111111111,0.727272727
8,0.125,0.225806452
131,0.007633588,1.313131313
38,0.052631579,0.308333333
43,0,21
13,0.076923077,0.285714286
5,0.4,0.043956044
57,0,11.2
5,0.2,0.045977011
102,0.019607843,1.01
40,0.025,0.453488372
33,0,0.744186047
28,0.071428571,0.226890756
50,0,0.777777778
25,0,0.533333333
15,0,0.145833333
51,0,0.714285714
15,0,0.538461538
43,0,21
22,0,0.205882353
21,0,0.5
101,0,0.406504065
25,0.04,0.333333333
10,0,0.409090909
51,0,0.416666667
54,0,0.184027778
80,0.0625,0.238670695
31,0.064516129,0.379746835
91,0.010989011,0.46875
60,0,0.819444444
24,0.083333333,0.151315789
96,0.010416667,0.275362319
51,0,0.704225352
13,0,1
58,0,0.670588235
59,0,0.202090592
24,0,0.958333333
6,0,0.5
28,0,0.287234043
74,0,0.317391304
35,0.057142857,0.34
13,0.076923077,0.133333333
6,0.166666667,0.555555556
49,0,0.551724138
43,0,0.362068966
16,0.125,0.211267606
49,0.020408163,0.358208955
50,0.02,0.368421053
66,0,0.802469136
34,0,0.825
50,0.02,0.266304348
11,0,1.25
46,0,0.454545455
10,0.2,0.09375
21,0.095238095,0.215053763
11,0.272727273,0.04048583
52,0,0.718309859
16,0,0.267857143
33,0,0.507936508
23,0.043478261,0.333333333
9,0,0.307692308
7,0.142857143,0.352941176
33,0,0.62745098
49,0,0.484848485
15,0,0.538461538
22,0,1.5
12,0,0.611111111
24,0,0.605263158
15,0.133333333,0.157303371
40,0,0.513157895
11,0,0.114942529
37,0.027027027,0.404494382
66,0,0.802469136
38,0.026315789,0.286821705
14,0,0.149425287
6,0.166666667,0.098039216
80,0,0.270547945
9,0,0.137931034
88,0.011363636,0.243697479
74,0,0.325892857
30,0,0.271028037
14,0,0.228070175
31,0,6
56,0,4.230769231
40,0,0.142857143
13,0,0.179104478
97,0.010309278,1.627118644
59,0,1.01754386
6,0,0.5
48,0.041666667,0.324137931
8,0,0.137254902
30,0.033333333,0.204225352
15,0.066666667,0.259259259
57,0,1.435897436
36,0,0.514705882
21,0.047619048,0.5
36,0.027777778,0.546875
25,0.04,0.421052632
65,0.015384615,0.243346008
4,0.25,0.428571429
56,0,0.964912281
51,0,0.588235294
72,0,2.088235294
48,0.020833333,0.5
59,0.016949153,0.456692913
11,0,0.714285714
15,0,0.2
35,0.085714286,0.566666667
28,0,0.333333333
25,0.2,0.436363636
19,0.052631579,0.333333333
46,0,0.412844037
35,0.028571429,0.133858268
52,0,0.698630137
50,0,0.170731707
79,0,0.644628099
35,0,0.209876543
78,0.076923077,0.227138643
28,0,0.234782609
45,0,0.201834862
19,0,0.514285714
61,0,12
164,0.006097561,1.917647059
34,0.117647059,0.34375
24,0.041666667,0.450980392
13,0.076923077,0.105263158
23,0.086956522,0.666666667
53,0.018867925,0.433333333
21,0,0.317460317
16,0,0.230769231
25,0,8
30,0,0.21969697
31,0,0.123966942
13,0,0.571428571
49,0,0.226415094
35,0,0.323809524
20,0.05,0.240506329
14,0.214285714,0.295454545
129,0.007751938,7.111111111
84,0,0.300724638
22,0.136363636,0.466666667
108,0.009259259,1.725806452
22,0.045454545,0.344262295
57,0,0.848484848
33,0,10.66666667
7,0.142857143,0.545454545
22,0.090909091,0.375
42,0,0.594202899
29,0,0.373333333
24,0,0.294871795
18,0.055555556,0.182795699
32,0,0.202614379
80,0,0.593984962
116,0.00862069,1.61971831
68,0,0.356382979
98,0.010204082,1.644067797
92,0,0.35546875
25,0.04,0.923076923
8,0.25,0.28
20,0,0.487179487
50,0,0.322368421
36,0,0.315315315
58,0,0.475
27,0,8.666666667
56,0,0.381944444
11,0.090909091,0.25
40,0,1.21875
108,0.009259259,1.486111111
16,0.125,0.319148936
24,0.041666667,0.370967742
20,0,0.279411765
17,0,5.333333333
192,0,1.264900662
27,0.148148148,0.419354839
9,0,0.156862745
10,0,0.176470588
12,0.083333333,0.215686275
26,0.038461538,0.367647059
9,0,0.156862745
40,0,0.65
9,0,0.156862745
102,0.009803922,2.295454545
16,0.0625,0.11627907
20,0,0.487179487
36,0.027777778,0.538461538
9,0,0.571428571
22,0,5.25
59,0,0.828571429
4,0.25,0.428571429
31,0,0.340909091
4,0.25,0.115384615
14,0.142857143,0.282608696
63,0.047619048,0.289719626
40,0,0.216666667
53,0,0.224137931
15,0.066666667,0.225806452
43,0,42
12,0,0.174603175
6,0,0.384615385
6,0.333333333,0.052083333
20,0.05,0.633333333
69,0,1.581395349
30,0,0.852941176
5,0.4,0.043010753
28,0.035714286,0.6
52,0.038461538,0.772727273
98,0.010204082,1.644067797
12,0,0.268292683
17,0,5.333333333
38,0,0.973684211
27,0,0.426229508
7,0.714285714,0.050420168
15,0.066666667,0.933333333
17,0,0.150943396
5,0.2,0.153846154
48,0,0.419642857
37,0.027027027,0.141176471
66,0,0.78313253
133,0.022556391,0.459930314
42,0,0.144876325
43,0.023255814,1.05
89,0.06741573,0.256559767
67,0,0.511627907
34,0,0.733333333
71,0,1.09375
27,0,0.184397163
23,0,0.158273381
92,0.02173913,0.64084507
81,0,0.563380282
166,0.012048193,1.941176471
81,0,0.563380282
88,0.022727273,0.612676056
34,0.029411765,0.362637363
34,0,0.253846154
25,0,0.533333333
22,0,1.615384615
33,0,2.285714286
128,0,1.024193548
17,0.058823529,0.173913043
8,0.375,0.051094891
54,0.018518519,0.417322835
24,0.083333333,0.294871795
28,0.035714286,0.230769231
15,0,0.233333333
10,0.2,0.195652174
47,0.021276596,0.73015873
43,0.046511628,0.278145695
91,0.032967033,0.532544379
51,0,0.666666667
38,0.078947368,0.616666667
77,0.090909091,0.224188791
38,0,0.493333333
50,0,0.875
5,0.2,0.363636364
55,0.072727273,0.212598425
27,0,0.684210526
29,0.068965517,0.373333333
23,0.173913043,0.226804124
33,0.03030303,0.225352113
33,0,1.066666667
45,0,0.376068376
5,0,0.4
56,0,0.458333333
8,0,0.076086957
61,0.016393443,0.472440945
94,0.010638298,1.603448276
197,0.010152284,0.651162791
73,0,0.262773723
32,0,0.632653061
46,0,0.221674877
24,0.041666667,0.450980392
7,0,0.285714286
30,0.033333333,0.3625
51,0,0.224215247
13,0,0.352941176
20,0,0.513513514
27,0.185185185,0.317073171
23,0,0.5
36,0,0.479452055
19,0,0.264705882
4,0,0.176470588
30,0,0.245762712
37,0,0.423529412
32,0,3.875
22,0.045454545,0.184210526
20,0,0.38
23,0.173913043,0.180327869
60,0,1.035087719
16,0,0.164835165
24,0,0.522727273
30,0,0.446153846
16,0,3
43,0,0.371681416
98,0.010204082,1.644067797
50,0.04,0.550561798
71,0.014084507,2.058823529
35,0.114285714,0.225165563
40,0,0.214285714
33,0,10.66666667
98,0.010204082,1.46969697
77,0.103896104,0.326180258
11,0,0.833333333
4,0.25,0.375
39,0,0.345454545
5,0.2,0.4
14,0.071428571,0.171052632
20,0.1,0.154471545
72,0,0.865853659
22,0.045454545,0.318181818
12,0.416666667,0.089430894
22,0.090909091,0.368421053
6,0.166666667,0.833333333
56,0,4.230769231
59,0,0.203508772
34,0.029411765,0.428571429
26,0,0.462962963
115,0.026086957,0.287878788
45,0,0.444444444
36,0,0.353535354
74,0,0.388297872
137,0.02189781,0.405970149
128,0.0078125,1.154545455
17,0.058823529,0.4
68,0.014705882,0.465277778
13,0.076923077,0.285714286
13,0.076923077,0.324324324
6,0.333333333,0.048076923
44,0,2.529411765
44,0.022727273,0.477777778
88,0.011363636,1.225352113
26,0,8.333333333
14,0.071428571,0.171052632
23,0.130434783,0.181818182
33,0,0.301886792
39,0.051282051,0.147859922
16,0,3
40,0.05,0.39
29,0,0.394366197
18,0.111111111,0.202380952
55,0,0.72
17,0.176470588,0.16
28,0,0.409090909
8,0.375,0.051094891
24,0,0.884615385
67,0.014925373,0.230769231
5,0.2,0.042553191
16,0.0625,0.159574468
58,0,0.475
22,0,0.381818182
34,0.058823529,0.237410072
171,0.005847953,0.618181818
22,0,2.1
6,0,0.555555556
26,0.038461538,0.367647059
87,0.022988506,1.211267606
57,0,1.931034483
11,0,0.263157895
12,0.083333333,0.5
85,0.105882353,0.326848249
56,0.017857143,0.743243243
174,0,1.51754386
21,0,0.240963855
19,0.105263158,0.18556701
55,0,0.192170819
17,0.058823529,0.06779661
16,0.0625,0.681818182
68,0.029411765,1.558139535
25,0.08,0.347826087
41,0,0.784313725
17,0,0.666666667
19,0,0.4
40,0,0.513157895
45,0.066666667,0.301369863
40,0.025,0.464285714
15,0,0.933333333
94,0.010638298,0.312080537
19,0.105263158,0.333333333
82,0,1.227272727
161,0,2.5
26,0,0.431034483
78,0.076923077,0.223837209
60,0,2.034482759
20,0,0.487179487
138,0.02173913,0.405325444
3,0,0.166666667
80,0,0.822916667
9,0,0.210526316
34,0,0.251908397
23,0,0.255813953
27,0.074074074,0.356164384
13,0.076923077,0.315789474
35,0,0.300884956
32,0,0.360465116
31,0.032258065,1.578947368
16,0,0.189873418
33,0,0.62745098
15,0.2,0.451612903
7,0.285714286,0.5
30,0.266666667,0.193333333
34,0.029411765,0.47826087
158,0,2.453125
72,0.041666667,0.344660194
31,0.161290323,0.280373832
33,0.121212121,0.653061224
6,0.166666667,0.0390625
110,0.009090909,1.758064516
191,0.005235602,1.623931624
5,0,0.444444444
71,0,70
122,0.016393443,1.49382716
31,0,0.23255814
50,0,0.710144928
21,0,0.465116279
91,0.021978022,0.638297872
179,0.005586592,2.738461538
8,0.125,0.170731707
12,0,0.130952381
11,0,0.119047619
12,0,0.130952381
11,0,0.119047619
119,0.008403361,1.638888889
40,0,2.785714286
33,0,0.123552124
67,0.014925373,0.217821782
35,0.085714286,0.278688525
8,0.25,0.28
44,0.022727273,0.605633803
131,0.007633588,0.992366412
67,0,0.804878049
62,0.016129032,0.426573427
9,0.111111111,0.4
60,0,0.457364341
8,0,0.205882353
141,0.021276596,0.414201183
30,0,0.439393939
191,0.005235602,1.623931624
25,0.04,0.406779661
39,0.025641026,0.149019608
67,0.029850746,0.594594595
71,0.014084507,0.234899329
13,0.153846154,0.266666667
63,0,62
33,0.03030303,0.169312169
27,0.037037037,0.305882353
27,0.148148148,0.426229508
64,0.0625,0.226618705
9,0.111111111,0.181818182
29,0,0.571428571
17,0.058823529,0.32
8,0.375,0.051094891
5,0.4,0.5
64,0.03125,0.257142857
43,0,0.199052133
26,0.038461538,0.5
29,0.137931034,0.474576271
25,0,0.75
20,0.05,1.583333333
25,0.04,0.269662921
22,0.090909091,0.323076923
32,0.125,0.319587629
205,0.019512195,0.532637076
8,0,0.4375
46,0,1.184210526
12,0,0.126436782
11,0,0.114942529
12,0,0.126436782
14,0,0.149425287
52,0.019230769,0.485714286
83,0,0.229691877
80,0,0.221288515
80,0,0.221288515
83,0,0.229691877
80,0,0.221288515
75,0,0.207282913
42,0,0.147482014
83,0,0.229691877
88,0,0.243697479
20,0,0.296875
19,0.105263158,0.260869565
13,0,0.292682927
164,0,2.507692308
23,0,0.241758242
9,0.111111111,0.266666667
89,0.02247191,1.173333333
31,0,0.769230769
26,0.038461538,0.328947368
34,0.117647059,0.34375
8,0,0.122807018
15,0,0.08045977
22,0.136363636,0.338709677
158,0,2.453125
15,0.066666667,0.35
14,0,0.351351351
168,0.011904762,1.941860465
13,0.076923077,0.307692308
59,0,0.828571429
63,0,0.360465116
10,0.1,0.28125
36,0.027777778,0.130597015
62,0.016129032,1.848484848
158,0,2.453125
62,0,0.221818182
23,0,0.44
32,0.03125,0.326315789
20,0,2.375
36,0.083333333,0.315315315
93,0.021505376,0.296774194
32,0.03125,0.213793103
22,0.045454545,0.328125
24,0,0.353846154
6,0.166666667,0.166666667
11,0,0.333333333
6,0.166666667,0.454545455
26,0.076923077,0.163398693
70,0.042857143,0.44516129
28,0,1.928571429
23,0,0.5
81,0.012345679,0.285714286
61,0,0.210526316
200,0.01,0.661129568
128,0.0234375,0.526970954
5,0.2,0.363636364
34,0.029411765,0.568965517
8,0.25,0.25
28,0.035714286,0.317647059
129,0.007751938,0.666666667
28,0,0.306818182
45,0,0.4
52,0,0.425
26,0,1.041666667
71,0.028169014,0.234113712
58,0,0.175925926
141,0.007092199,2.295081967
58,0,0.791666667
20,0,0.558823529
14,0.071428571,0.171052632
14,0.071428571,0.171052632
15,0,0.145833333
14,0.071428571,0.171052632
14,0.071428571,0.171052632
21,0,6.666666667
13,0.076923077,0.428571429
27,0.111111111,0.320987654
32,0,0.837837838
34,0.147058824,0.34375
56,0,0.964912281
20,0,0.220930233
24,0,0.71875
41,0.048780488,0.303030303
43,0,0.362068966
22,0.090909091,0.157894737
35,0.028571429,0.523076923
56,0,4.230769231
31,0.129032258,0.280373832
