Trace length, % Trace in CG, Trace_len/CG_size
6,0,0.714285714
21,0.19047619,0.298507463
17,0.058823529,0.64
6,0.333333333,0.277777778
5,0.2,0.571428571
8,0,0.538461538
9,0,0.8
10,0.2,0.219512195
32,0.03125,0.348314607
6,0.166666667,0.384615385
32,0.03125,0.348314607
27,0.037037037,0.285714286
43,0.139534884,0.40776699
4,0,1
21,0,0.327868852
57,0.333333333,0.444444444
40,0.1,0.270833333
4,0,1
9,0,0.444444444
14,0.071428571,0.168831169
9,0.222222222,0.615384615
7,0.285714286,0.6
4,0.25,0.5
6,0,0.172413793
5,0.2,0.571428571
5,0.4,0.173913043
5,0.2,0.4
13,0.076923077,0.315789474
5,0,0.285714286
4,0.25,1
6,0.166666667,0.714285714
5,0.2,0.571428571
6,0,0.384615385
4,0.5,0.375
21,0.047619048,0.3125
5,0.2,0.25
2,0.5,0.166666667
4,0.25,0.230769231
5,0.4,0.5
28,0,3.857142857
40,0.05,0.419354839
10,0.3,0.818181818
28,0.035714286,0.284210526
37,0.108108108,0.352941176
13,0.076923077,0.181818182
38,0.105263158,0.256944444
5,0,0.4
10,0.2,0.6
8,0.125,0.583333333
13,0.076923077,0.631578947
5,0.2,0.25
4,0,0.6
5,0.2,0.5
17,0.176470588,0.333333333
8,0.125,0.5
5,0.6,0.222222222
7,0.142857143,0.285714286
8,0.25,0.28
4,0,0.6
10,0.3,0.375
4,0.25,1.5
35,0.114285714,0.34
42,0.071428571,0.482352941
32,0.125,0.281818182
5,0.2,0.285714286
4,0.25,0.272727273
5,0,0.078431373
3,0.666666667,0.2
4,0.25,1.5
4,0.25,0.5
5,0.2,0.8
2,0.5,0.5
6,0.166666667,0.833333333
5,0.2,0.2
4,0.75,0.6
5,0.4,0.444444444
11,0.181818182,0.303030303
4,0.25,0.428571429
3,0.666666667,0.5
7,0.142857143,0.333333333
8,0.125,0.5
9,0,0.666666667
9,0.222222222,0.307692308
39,0.102564103,0.361904762
26,0.192307692,0.320512821
6,0.166666667,0.3125
8,0,0.14
5,0.2,0.8
3,0,0.4
9,0.111111111,0.210526316
7,0,0.176470588
2,0.5,0.25
3,0,0.2
5,0.4,0.8
3,0,1
6,0.166666667,0.5
5,0.4,0.8
8,0.25,0.25
5,0.2,0.5
4,0.5,0.214285714
5,0.2,0.571428571
3,0,1
7,0.285714286,0.6
3,0,0.222222222
5,0.2,0.363636364
4,0,1
4,0.5,0.230769231
8,0,2.333333333
9,0.444444444,0.615384615
9,0.111111111,0.363636364
8,0,0.333333333
5,0,0.571428571
6,0,0.454545455
33,0.090909091,0.32
7,0.285714286,0.545454545
15,0,0.583333333
5,0,0.5
7,0.142857143,0.75
19,0.105263158,0.391304348
7,0.142857143,0.315789474
6,0.166666667,0.384615385
7,0.142857143,0.545454545
24,0,1.095238095
4,0,0.428571429
3,0.333333333,0.333333333
8,0.125,0.5
5,0.2,0.571428571
11,0,2.5
12,0,0.846153846
5,0.4,0.19047619
4,0.25,0.166666667
3,0,0.5
6,0,0.714285714
4,0.25,1
4,0,0.333333333
7,0.142857143,0.461538462
4,0.25,0.5
4,0,0.375
8,0.25,0.21875
6,0.166666667,0.3125
16,0.125,0.394736842
28,0.035714286,0.293478261
23,0.086956522,0.468085106
5,0.2,0.4
3,0,0.285714286
12,0.166666667,0.22
5,0,1
9,0,4
48,0.229166667,0.373015873
7,0,0.75
5,0,1.333333333
3,0,0.05
8,0.25,0.7
13,0.230769231,0.272727273
7,0.285714286,0.5
5,0.2,0.571428571
8,0.125,0.538461538
9,0.111111111,0.727272727
8,0.125,0.583333333
9,0,0.533333333
13,0.076923077,0.292682927
24,0.083333333,0.315068493
7,0.142857143,0.176470588
5,0.2,0.4
4,0,0.75
4,0.25,0.375
15,0.266666667,0.197183099
4,0.25,1
2,0.5,0.25
27,0.037037037,0.26
10,0.2,0.272727273
31,0,0.326086957
6,0.333333333,0.263157895
14,0.214285714,0.196969697
4,0,0.230769231
13,0.692307692,0.260869565
39,0.102564103,0.391752577
7,0.285714286,0.6
8,0.125,0.7
4,0,0.5
18,0,4.25
67,0.074626866,0.336734694
15,0.133333333,0.736842105
13,0.076923077,0.3
4,0.25,0.375
7,0,0.545454545
8,0.125,0.233333333
10,0.1,0.272727273
30,0,0.743589744
6,0.333333333,0.833333333
3,0,0.05
4,0.25,0.375
28,0,0.27
5,0.4,0.571428571
5,0.2,0.5
3,0.333333333,0.333333333
11,0.272727273,0.333333333
10,0.1,0.473684211
12,0,0.846153846
11,0.090909091,0.27027027
21,0.142857143,0.277777778
4,0.25,1.5
5,0.2,0.4
4,0.25,0.75
5,0,0.5
57,0.333333333,0.444444444
6,0.166666667,0.3125
4,0,0.230769231
5,0.4,0.666666667
17,0,0.842105263
6,0,0.454545455
10,0.3,0.818181818
5,0,0.666666667
6,0.166666667,0.357142857
5,0.2,0.571428571
4,0.25,0.375
4,0.25,0.333333333
4,0,0.375
4,0.25,0.375
4,0.25,0.375
5,0.4,0.444444444
12,0.083333333,0.22
5,0.2,0.8
6,0,0.625
5,0,1
3,0.666666667,0.5
4,0,0.3
5,0,0.571428571
7,0,0.206896552
27,0.074074074,0.26
26,0.346153846,0.213675214
7,0,0.352941176
5,0.2,0.444444444
9,0,0.266666667
6,0.166666667,0.5
57,0.333333333,0.444444444
10,0.3,0.642857143
6,0,0.454545455
34,0.117647059,0.314285714
7,0.285714286,0.333333333
10,0,0.692307692
9,0.111111111,0.666666667
5,0.2,0.363636364
11,0.181818182,0.303030303
18,0,0.425
13,0.384615385,0.387096774
16,0,0.576923077
37,0.108108108,0.330275229
5,0.2,0.444444444
8,0,0.583333333
12,0,2.75
4,0,0.75
5,0,0.078431373
5,0,0.078431373
7,0,0.75
8,0,1.166666667
4,0.25,1
4,0,0.6
4,0.25,0.3
32,0.03125,0.336956522
6,0.166666667,0.357142857
8,0.125,0.189189189
4,0.25,1
9,0.111111111,0.25
31,0.064516129,0.285714286
3,0,0.153846154
6,0.333333333,0.128205128
6,0.333333333,0.131578947
7,0.142857143,0.5
17,0.352941176,0.432432432
4,0,0.5
4,0,0.428571429
4,0.25,0.6
35,0.028571429,0.365591398
14,0.071428571,0.185714286
8,0.25,0.35
4,0.5,0.375
7,0.285714286,0.2
8,0.125,0.5
9,0,0.666666667
4,0.25,0.3
7,0,0.12244898
4,0.25,0.272727273
38,0.026315789,0.349056604
3,0,0.666666667
8,0.25,0.7
6,0,0.625
12,0,2.75
45,0.088888889,0.261904762
6,0.333333333,0.217391304
8,0,0.333333333
2,0.5,0.166666667
17,0,0.615384615
2,0.5,0.166666667
3,0.666666667,0.4
10,0.2,0.183673469
10,0.1,0.642857143
34,0.058823529,0.33
4,0,0.5
8,0.25,0.583333333
4,0.75,0.230769231
4,0,1
10,0.3,0.375
8,0.25,0.777777778
40,0.05,0.270833333
4,0.25,0.6
9,0.111111111,0.8
6,0.333333333,0.238095238
6,0,0.038167939
14,0.142857143,0.196969697
10,0.1,0.375
7,0.285714286,0.6
3,0,0.181818182
4,0,1.5
32,0.0625,0.319587629
7,0.142857143,0.193548387
8,0.25,0.538461538
16,0.1875,0.3125
8,0,0.14
8,0.125,0.7
3,0,0.2
24,0.166666667,0.196581197
5,0.2,0.363636364
17,0.058823529,0.592592593
7,0.142857143,0.4
7,0.142857143,0.206896552
5,0.2,0.078431373
5,0.2,0.075471698
2,0.5,0.25
12,0.083333333,0.211538462
17,0.058823529,0.307692308
22,0.045454545,0.403846154
4,0.25,0.272727273
19,0,0.692307692
6,0,0.384615385
5,0.2,0.444444444
26,0.115384615,0.213675214
4,0,1.5
28,0.071428571,0.3375
14,0.071428571,0.175675676
4,0,0.272727273
4,0.25,0.230769231
5,0.2,0.444444444
18,0.111111111,0.425
6,0.166666667,0.357142857
43,0.139534884,0.42
4,0,1.5
5,0,0.571428571
2,0.5,0.142857143
40,0.1,0.270833333
18,0,0.154545455
63,0.285714286,0.492063492
12,0.25,0.323529412
4,0,0.6
2,0.5,0.5
42,0.142857143,0.284722222
2,0.5,0.166666667
3,0,0.285714286
10,0,0.818181818
11,0.090909091,0.555555556
9,0,0.8
114,0,8.071428571
44,0.090909091,0.302816901
3,0.333333333,0.25
7,0.285714286,0.6
34,0.117647059,0.33
4,0,0.3
7,0,1.2
3,0.333333333,0.333333333
9,0.111111111,0.242424242
8,0,0.411764706
6,0,0.714285714
33,0.121212121,0.288288288
12,0,0.916666667
12,0.166666667,0.15942029
4,0,0.5
11,0.090909091,0.588235294
10,0.3,0.818181818
5,0.2,0.285714286
23,0.086956522,0.916666667
8,0,1
